SuperBuiltUp Area,Area,Carpet Area,Price,FloorNumber,Parking,Furnishing,Location,Flooring,Bathrooms,Bedrooms,Balconies,Property
45.6,,,48,1,1,Unfurnished,Sector-3 Ulwe,,2,1,3,Residential Apartment
1000,,,205,1,1,Furnished,Wadala,Vitrified,2,2,2,Residential Apartment
,950,750,165,1,1,,Gokuldham,Marble,2,2,3,Serviced Apartments
,,600,215,,1,Unfurnished,Sunder Nagar,Marble,1,2,0,Residential Apartment
,580,,51,1,1,,Vishnunagar,Granite,1,1,2,Residential Apartment
1100,1075,865,155,3,1,,Lokhandwala township,Vitrified,3,3,0,Residential Apartment
1030,,648,187,4,1,Semifurnished,Kandivali (West),Vitrified,2,2,3,Residential Apartment
1425,,868,242,2,1,Unfurnished,Kandivali (West),Vitrified,3,3,3,Residential Apartment
,,650,79,,1,,Manisha nagar,,1,2,1,Residential Apartment
585,,442,38,6,1,Furnished,Dombivli (East),Vitrified,1,1,0,Residential Apartment
550,,,26,2,2,,Vasai East,Mosaic,1,1,0,Residential Apartment
,,500,50,4,1,,Kalwa,,1,1,0,Residential Apartment
585,440,380,26.96,4,2,,Nalasopara (West),Vitrified,1,1,2,Residential Apartment
675,,,49.95,5,,Semifurnished,Bevarly Park,Vitrified,1,1,3,Residential Apartment
975,,,69.5,7,,Semifurnished,Bevarly Park,Vitrified,2,2,3,Residential Apartment
1010,,,66.66,6,1,Unfurnished,Sector 2 Ulwe,Vitrified,2,2,3,Residential Apartment
1040,,,83.5,1,1,Unfurnished,Sector 21 Ulwe,Vitrified,2,2,3,Residential Apartment
1010,,,74,4,,Semifurnished,Mira Road East,Vitrified,2,2,3,Residential Apartment
281,280,240,32,2,2,,Sector-9 Ghansoli,Stone,1,1,1,Other
350,300,225,65,6,1,,Malad (West),Vitrified,1,1,0,Other
865,,,89.5,5,1,,Andheri (East),Mosaic,2,2,1,Residential Apartment
,,490,105,2,1,Semifurnished,Ghatkopar West,Marble,2,1,0,Residential Apartment
750,650,500,65,2,1,Unfurnished,Koperkhairane,Vitrified,1,2,0,Residential Apartment
1000,900,800,85,2,1,Furnished,Sector-17 Kopar Khairane,Vitrified,2,2,1,Residential Apartment
350,,250,60,2,,Unfurnished,Malad (West),Marble,1,1,0,Other
325,,225,59,6,1,Unfurnished,Goregaon (West),Marble,1,1,0,Other
,610,,55,1,1,,Malvani,,1,1,3,Residential Apartment
1020,950,,50,5,1,Unfurnished,Taloja Panchanand,Marble,2,2,3,Residential Apartment
660,600,,33,4,,Unfurnished,Taloja Panchanand,Marble,1,1,2,Residential Apartment
,,380,23,2,1,,Vitawa,Spartex,1,1,0,Residential Apartment
610,540,395,29,5,2,Semifurnished,Sriprastha,Vitrified,1,1,1,Residential Apartment
300,,,85,6,,,Wanjawadi,Marble,1,1,0,Residential Apartment
1737,1736,1087,143,20,2,,Ghodbunder Road,,3,3,2,Residential Apartment
1095,,,61.48,6,1,,Ulwe,Vitrified,2,2,3,Residential Apartment
690,600,447,82,10,1,Semifurnished,Kapurbawadi,Vitrified,2,1,0,Residential Apartment
,772,,85,5,,,Sector-18 Vashi,,2,2,0,Residential Apartment
,996,635,135,,1,Unfurnished,Ashok Nagar,Marble,1,2,0,Residential Apartment
650,,450,150,7,1,Furnished,Wadala East,Vitrified,1,1,0,Residential Apartment
950,,650,137,6,1,,e Nagar,Marble,2,2,3,Residential Apartment
,1160,,58,10,1,Furnished,Adharwadi,Vitrified,2,2,2,Residential Apartment
,785,,44,6,1,Unfurnished,Chanakya Nagar,Vitrified,1,2,1,Residential Apartment
,725,,43,5,1,Furnished,Chanakya Nagar,Vitrified,2,2,1,Residential Apartment
,,405,85,1,1,,Sector-30 Vashi,Granite,1,1,0,Residential Apartment
2415,,1517,389,15,2,Unfurnished,Chandivali,Marble,3,4,1,Residential Apartment
1210,,,90,9,1,,Sector 21 Kamothe,,2,2,3,Residential Apartment
1175,,,85,6,1,,Sector 21 Kamothe,,2,2,3,Residential Apartment
1175,,,95,11,1,,Sector 21 Kamothe,,2,2,3,Residential Apartment
1175,,,96,12,1,,Sector 21 Kamothe,,2,2,1,Residential Apartment
1345,,850,140,4,1,Unfurnished,Manpada,Vitrified,2,3,0,Residential Apartment
600,,,86,1,1,Furnished,Sector 7 Airoli,Vitrified,1,1,3,Residential Apartment
1210,,,88,7,1,,Sector 21 Kamothe,,2,2,3,Residential Apartment
620,593,,46,1,1,Furnished,Kamothe,Ceramic,1,1,1,Residential Apartment
720,600,550,51,2,1,Unfurnished,Sector 34 Kamothe,Vitrified,1,1,3,Residential Apartment
918,,667,68,18,1,Furnished,Dombivli (East),Wood,2,2,2,Residential Apartment
747,,564,42,3,1,Furnished,Dombivli (East),Vitrified,2,2,1,Residential Apartment
550,420,360,19.96,4,2,Furnished,Morya Nagar,Vitrified,1,1,2,Residential Apartment
3500,,2750,1695,7,2,Semifurnished,Union Park,Marble,6,5,3,Residential Apartment
1070,,,86,2,1,Unfurnished,Sector-18 Ulwe,Vitrified,2,2,3,Residential Apartment
1195,,715,140,16,1,Unfurnished,Ghansoli,Vitrified,2,2,3,Residential Apartment
324,,240,26.5,2,,Unfurnished,Thane West,Vitrified,1,1,0,Other
635,,,24.51,4,1,,Aakash Nagar,Vitrified,1,1,3,Residential Apartment
,1359,934,250,28,1,Furnished,Kanjur Marg (East),Vitrified,3,3,2,Residential Apartment
960,730,630,34,5,2,Furnished,Morya Nagar,Vitrified,2,2,3,Residential Apartment
,950,,49,9,1,Furnished,Chanakya Nagar,Vitrified,2,2,2,Residential Apartment
575,,400,109,5,1,Semifurnished,Kandivali (East),Vitrified,2,1,0,Residential Apartment
,645,448,28,4,1,Unfurnished,Gandhar Nagar,Vitrified,1,1,1,Residential Apartment
1377,987,853,295,10,1,Semifurnished,Jogeshwari (East),Vitrified,2,3,3,Residential Apartment
1105,1100,700,220,2,1,Unfurnished,Kandivali (East),Vitrified,2,3,0,Residential Apartment
1050,951,841,265,11,1,Unfurnished,Milat Nagar,Marble,2,2,1,Residential Apartment
1445,,900,270,10,1,,Ghatkopar West,Vitrified,3,3,1,Residential Apartment
1350,1122,890,292,12,2,Unfurnished,Andheri (West),Vitrified,3,3,2,Residential Apartment
1045,1044,890,90,5,2,Semifurnished,Bevarly Park,Vitrified,2,2,3,Residential Apartment
985,,650,66,4,1,Unfurnished,Hatkesh Udhog Nagar,Vitrified,2,2,3,Residential Apartment
1650,,1250,350,2,2,,SV Patel Nagar,Vitrified,3,3,0,Residential Apartment
890,,,65,10,1,Furnished,Mira Road,Vitrified,2,2,2,Residential Apartment
1060,,,76,14,1,Furnished,Mira Road,Vitrified,3,3,3,Residential Apartment
1080,750,689,73.87,4,1,Furnished,Mira Road East,Vitrified,2,2,3,Residential Apartment
1115,941,674,72,10,1,Furnished,Roadpali,Vitrified,2,2,3,Residential Apartment
950,,550,33.25,9,1,,Virar West,Vitrified,2,2,2,Residential Apartment
685,582,445,55,5,1,Unfurnished,Roadpali,Vitrified,1,1,3,Residential Apartment
685,,440,24.39,7,1,Semifurnished,Virar West,Vitrified,2,1,2,Residential Apartment
666,550,421,45.55,5,1,Unfurnished,Mira Road East,Vitrified,2,1,3,Residential Apartment
593,500,400,40,4,1,Semifurnished,Kharghar,Vitrified,1,1,2,Residential Apartment
1705,,1202,189,9,2,Semifurnished,Kandivali (East),Vitrified,3,3,2,Residential Apartment
693,,,47,3,,Semifurnished,Mira Road East,Vitrified,2,1,3,Residential Apartment
,700,580,110,1,1,,I C Colony,,1,1,0,Residential Apartment
1115,947,724,68.5,5,1,,Roadpali,Vitrified,2,2,3,Residential Apartment
1290,,867,200,2,1,,Sadan wadi,Vitrified,3,3,3,Residential Apartment
1290,,867,199,2,1,,Sadan wadi,Vitrified,3,3,3,Residential Apartment
685,,440,24.29,8,1,Semifurnished,Virar West,Vitrified,2,1,2,Residential Apartment
1161,986,754,80,5,1,Unfurnished,Roadpali,Vitrified,2,2,3,Residential Apartment
,1180,,180,2,1,,Goregaon (East),Vitrified,3,3,0,Residential Apartment
1377,987,863,272,8,1,Semifurnished,Jogeshwari (East),Vitrified,2,3,3,Residential Apartment
,620,,21,4,1,Unfurnished,Badlapur (West),,1,1,2,Residential Apartment
,400,,12,1,,,Mumbra,,1,1,0,Independent/Builder Floor
,800,,375,2,,,Pali Village,Ceramic,2,2,1,Residential Apartment
,652,,24,6,1,Unfurnished,Badlapur (West),,1,1,0,Residential Apartment
,920,,33.7,4,,Furnished,Ambernath,,2,2,3,Residential Apartment
,510,,37,3,1,,Kharegaon,Vitrified,1,1,0,Residential Apartment
,565,,71,3,,Unfurnished,Borivali (West),Vitrified,1,1,0,Independent/Builder Floor
,892,,95,2,,Furnished,Sector-13 Kharghar,Others,2,2,3,Residential Apartment
,650,,99,2,,,Kandivali (West),Vitrified,1,1,0,Residential Apartment
1400,1200,1050,120,13,,,Waghbil,,2,2,3,Residential Apartment
,1395,1045,285,7,,Semifurnished,Hiranandani Meadows,Vitrified,3,3,1,Residential Apartment
1125,,1013,45,3,,Furnished,Ulhasnagar,Vitrified,3,3,2,Residential Apartment
,500,,,4,,,Yogi Nagar,Mosaic,1,1,0,Residential Apartment
975,900,800,185,5,,Furnished,Ambedkar Nagar,Marble,2,2,0,Residential Apartment
,,2300,750,10,1,Semifurnished,4 Bunglows,Marble,5,4,2,Residential Apartment
,600,,18,3,1,Unfurnished,Kalyan (East),,1,1,1,Residential Apartment
,565,,30,2,1,Unfurnished,Bhayander (East),,1,1,0,Residential Apartment
650,,,18.5,4,1,Furnished,Lokmanya Nagar,Marble,2,1,1,Residential Apartment
744,550,468,83,5,1,Furnished,Mhatre Wadi,Vinyl,2,1,2,Residential Apartment
460,410,300,65,6,1,Furnished,Kandarpada,Vitrified,2,1,0,Residential Apartment
1180,1000,785,140,6,1,Unfurnished,Dahisar (East),Vitrified,2,3,0,Residential Apartment
630,515,410,23.5,3,10,Unfurnished,Nalasopara (West),Vitrified,1,1,3,Residential Apartment
575,484,300,21,5,21,Unfurnished,Nalasopara (West),Vitrified,1,1,0,Residential Apartment
590,,,21,4,21,Unfurnished,Nalasopara (West),Vitrified,1,1,3,Residential Apartment
,1000,,175,1,1,,Andheri (East),,1,3,0,Independent/Builder Floor
650,510,425,47.2,4,1,Furnished,Mira Road East,Vitrified,1,1,3,Residential Apartment
,,595,275,3,1,Semifurnished,Sen Nagar,,2,2,2,Residential Apartment
,,756,170,5,1,,Ghatkopar West,,2,2,0,Residential Apartment
400,,,50,1,,Unfurnished,Rajendra Nagar,Marble,1,1,0,Other
1377,,,350,2,1,Furnished,Jogeshwari (East),,2,3,3,Residential Apartment
920,,,65.52,2,2,,Mira Road,Vitrified,2,2,3,Residential Apartment
,,730,182,7,1,Semifurnished,Borivali (East),Vitrified,2,2,0,Residential Apartment
,540,,33,2,2,Unfurnished,Taloja,Marble,1,1,2,Residential Apartment
,,400,80,2,,Semifurnished,Hanuman Tekdi,Vitrified,1,1,0,Residential Apartment
,,675,140,4,1,Furnished,Dahisar (West),Vitrified,2,2,0,Residential Apartment
675,639,450,94.5,4,1,Unfurnished,Mulund (East),Marble,2,1,1,Residential Apartment
650,,460,50,7,2,,Mira Road,Vitrified,2,1,3,Residential Apartment
590,,,24,4,1,,Nalasopara (West),Vitrified,1,1,2,Residential Apartment
,665,,35,1,1,,Panvel,,1,1,1,Residential Apartment
,625,515,245,4,,,du Colony,,1,1,1,Residential Apartment
532,,,95,3,1,Unfurnished,a,Marble,1,1,1,Residential Apartment
630,567,425,57.5,5,1,Unfurnished,Thane West,Vitrified,2,1,1,Residential Apartment
1085,880,,53,3,1,Unfurnished,Taloja,Marble,2,2,1,Residential Apartment
480,,,80,5,1,,Goregaon (East),Vitrified,1,1,0,Residential Apartment
918,,665,56,13,1,Unfurnished,Dombivli (East),Vitrified,2,2,1,Residential Apartment
1305,1150,800,245,21,1,Unfurnished,Kandivali (East),Ceramic,3,3,3,Residential Apartment
,2800,,950,6,1,,Powai,,4,4,1,Residential Apartment
,,430,28,,1,,Bhayander (East),Mosaic,1,1,0,Residential Apartment
500,,,22.5,3,1,,Morya Nagar,Vitrified,1,1,2,Residential Apartment
,,400,73.6,4,1,Unfurnished,Bhandup (West),Vitrified,2,1,0,Residential Apartment
650,600,463,40,5,,,Hatkesh Udhog Nagar,Vitrified,2,1,3,Residential Apartment
,675,418,80,9,,,Vaishali Nagar,Ceramic,2,1,0,Residential Apartment
900,,700,385,3,1,,Reclamation,Vitrified,2,2,0,Residential Apartment
2000,1730,1290,202,10,1,Unfurnished,Sector-34A Kharghar,Vitrified,3,3,3,Residential Apartment
1700,,1550,344,3,1,Furnished,Borivali (West),Others,3,3,3,Residential Apartment
2275,2025,1350,385,15,1,Unfurnished,Ghatkopar West,Vitrified,3,3,0,Residential Apartment
1344,1222,815,275,7,1,Unfurnished,Ghatkopar West,Vitrified,2,3,0,Residential Apartment
348,,,20,1,1,,Vichumbe,Marble,1,1,0,Residential Apartment
1550,1375,990,195,3,1,,Louis Wadi,,3,3,2,Residential Apartment
955,620,575,62.08,5,2,Unfurnished,Kashimira,Vitrified,2,2,3,Residential Apartment
590,,,22.5,5,2,Furnished,Nalasopara (West),Marble,1,1,3,Residential Apartment
500,,420,140,,,Furnished,Sion (East),Vitrified,1,1,1,Residential Apartment
1590,1310,1105,195,9,1,Semifurnished,Seawoods,Vitrified,3,3,3,Residential Apartment
3205,2840,2560,320,4,2,Unfurnished,Sector-34A Kharghar,Vitrified,4,4,3,Residential Apartment
,940,,37,,20,Unfurnished,Ambernath East,Vitrified,2,2,3,Residential Apartment
1647,1638,1129,276,4,2,Semifurnished,Kanjur Marg (East),Marble,4,3,2,Residential Apartment
585,,,21.96,3,2,Furnished,Nilemore,Vitrified,2,1,1,Residential Apartment
1161,,795,176,2,1,Unfurnished,Kanjur Marg (East),Marble,2,2,2,Residential Apartment
902,,564,55.51,3,1,,Thane West,Vitrified,2,2,0,Residential Apartment
1520,,,113,10,,Unfurnished,ay Nagar,Vitrified,3,3,3,Residential Apartment
720,,,70,4,1,,Ghodbunder Road,,2,1,3,Residential Apartment
1098,,798,66,3,1,,Dombivli (East),Wood,3,3,1,Residential Apartment
693,555,429,47.4,2,1,Semifurnished,Mira Road East,Vitrified,2,1,3,Residential Apartment
664,,,41,10,1,,Thane West,,1,1,0,Residential Apartment
910,728,560,63,6,1,Furnished,Mira Road,Vitrified,2,2,3,Residential Apartment
,590,,58,1,,Furnished,Dombivli (East),Vitrified,2,2,0,Residential Apartment
,,580,125,2,1,,Dahisar (East),Vitrified,2,2,1,Residential Apartment
,,420,84.5,5,,,Dahisar (West),Vitrified,2,1,0,Residential Apartment
,883,554,105,2,1,,Majiwada,Vitrified,2,2,1,Residential Apartment
,375,,21,,1,Unfurnished,Kalyan (West),,1,1,0,Independent/Builder Floor
970,750,650,67.9,15,1,Unfurnished,Mira Road,Vitrified,2,2,3,Residential Apartment
890,,,70,5,,Unfurnished,Mira Road,Vitrified,2,2,2,Residential Apartment
970,,,66.75,3,,Unfurnished,Mira Road,Vitrified,2,2,2,Residential Apartment
1225,,,126,4,1,,Sector-34A Kharghar,Vitrified,2,2,3,Residential Apartment
3205,,,329,4,1,Unfurnished,Sector-34A Kharghar,Vitrified,4,4,3,Residential Apartment
,790,475,92,8,1,Unfurnished,kurla (west),Vitrified,1,1,1,Residential Apartment
1200,,850,117,19,1,Unfurnished,Hiranandani Estate,Vitrified,2,3,3,Residential Apartment
,941,632,56,5,1,,Kasar vadavali,Vitrified,2,2,0,Residential Apartment
,1053,715,82,14,1,,Kasar vadavali,Vitrified,2,2,1,Residential Apartment
1050,,,103,19,1,Unfurnished,Hiranandani Estate,Vitrified,2,2,2,Residential Apartment
,1060,655,160,5,1,,Malad (West),Vitrified,2,2,0,Residential Apartment
1464,,,890,35,2,,Prabhadevi,Marble,3,3,1,Residential Apartment
1981,,,1250,22,3,,Prabhadevi,Marble,4,4,3,Residential Apartment
1400,,,800,23,2,,Worli,Marble,3,3,1,Residential Apartment
3200,,,1920,37,4,,Worli,Marble,5,5,2,Residential Apartment
2200,,,1200,38,3,,Worli,Marble,4,4,2,Residential Apartment
850,800,650,175,4,1,,Yashwant Nagar,,2,2,0,Residential Apartment
650,550,400,66,7,1,,Sector-14 Koparkhairane,Ceramic,2,1,0,Residential Apartment
832,,,115,6,,,Andheri (East),,2,1,0,Residential Apartment
1690,,1200,330,24,1,Unfurnished,Asha Nagar,Vitrified,4,3,1,Residential Apartment
1853,,1100,310,10,2,Unfurnished,Borivali (East),Vitrified,3,3,3,Residential Apartment
1600,,1000,270,14,2,Unfurnished,Borivali (East),Vitrified,3,3,1,Residential Apartment
1400,,,155,15,1,Furnished,Manpada,,3,3,0,Residential Apartment
,,650,150,4,1,Furnished,Davri Nagar,,2,2,0,Residential Apartment
1225,1020,798,122,14,1,Unfurnished,Sector-34A Kharghar,Vitrified,2,2,2,Residential Apartment
2000,1800,1300,205,13,1,Unfurnished,Sector-34A Kharghar,Vitrified,3,3,3,Residential Apartment
,412,,45,,,,Miragaon,Vitrified,1,1,0,Residential Apartment
650,595,434,93.75,9,,Unfurnished,choli Bunder,Vitrified,2,1,1,Residential Apartment
1000,,550,105,4,1,Unfurnished,Vikhroli (East),Vitrified,2,2,1,Residential Apartment
700,,480,95,4,1,,Dahisar (East),,2,1,3,Residential Apartment
1200,,,200,3,1,Furnished,Charkop,Vinyl,2,3,0,Residential Apartment
630,,420,80,13,1,Furnished,Hiranandani Estate,Marble,2,1,0,Residential Apartment
,1125,,60,3,1,,Roadpali,,2,2,3,Residential Apartment
,1080,,190,,1,,Borivali (West),Others,3,3,0,Residential Apartment
,555,,25,4,,,Virar East,,1,1,0,Independent/Builder Floor
,,470,36,,1,Unfurnished,Dombivli (West),,1,1,0,Residential Apartment
,,545,55,4,1,Unfurnished,Naya Nagar,Ceramic,1,1,0,Residential Apartment
,,,200,1,1,,Mira Road,,2,3,0,Independent House/Villa
900,800,750,20,4,1,,Diva,,1,2,0,Residential Apartment
,676,,280,2,1,Unfurnished,Vile Parle (East),Ceramic,2,2,2,Residential Apartment
,640,480,90,4,1,Furnished,Naupada,Vitrified,1,1,2,Residential Apartment
800,,675,56,1,1,Furnished,Dombivli (East),Marble,1,1,1,Residential Apartment
520,460,380,16,,1,Unfurnished,Virar East,Ceramic,1,1,0,Residential Apartment
,535,,89,5,,Unfurnished,Thane West,,1,1,0,Residential Apartment
,250,,46,4,1,Unfurnished,Andheri (East),,1,1,0,Other
,550,,30,3,,,Desale Pada,,1,1,,Residential Apartment
595,,,84,7,1,,Sector 30A Vashi,,1,1,0,Residential Apartment
650,,,37,7,,Unfurnished,Dombivli (East),,1,1,0,Residential Apartment
,700,,45,1,1,,Nalasopara East,,1,2,0,Residential Apartment
1100,,920,85,8,2,,Mira Road East,Ceramic,2,3,1,Residential Apartment
455,,,38,2,1,,Dombivli (East),,1,1,1,Residential Apartment
,500,450,42,4,1,,Dombivli (West),,1,1,1,Residential Apartment
,,420,85,4,,Semifurnished,Kamala Nagar,Spartex,1,1,2,Residential Apartment
505,482,,50,4,1,,Sarsole,,1,1,2,Residential Apartment
1460,1200,980,125,9,1,Unfurnished,Roadpali,Vitrified,3,3,3,Residential Apartment
1100,1020,850,70,9,1,Unfurnished,Sector-20 Roadpali,Vitrified,2,2,3,Residential Apartment
1130,1050,850,87,10,1,Unfurnished,Roadpali,Vitrified,2,2,3,Residential Apartment
1100,1000,850,75,12,1,Unfurnished,Sector-20 Roadpali,Vitrified,2,2,3,Residential Apartment
,555,,45,1,1,,Virar West,Marble,2,1,1,Residential Apartment
,1270,,290,1,,,Malad (West),,3,3,0,Residential Apartment
,560,,160,,,,Shastri Nagar,Marble,1,1,0,Residential Apartment
,540,,16.5,3,1,,Badlapur (West),,1,1,,Independent/Builder Floor
,565,,33,2,,Unfurnished,Kalyan (East),,1,1,0,Residential Apartment
,,360,105,,1,,Mamletdar Wadi,,1,1,0,Residential Apartment
,600,,22,3,1,Unfurnished,Badlapur (West),Ceramic,1,1,1,Residential Apartment
,590,,50,,,Unfurnished,Kalwa,,1,1,0,Residential Apartment
,,1717,2000,21,4,Furnished,Malabar Hill,,3,4,3,Residential Apartment
920,919,,60,3,1,Semifurnished,thakurli,Vitrified,2,2,0,Residential Apartment
,689,,43,4,1,Furnished,thakurli,Vitrified,1,1,1,Residential Apartment
665,664,,45,1,1,Semifurnished,thakurli,Vitrified,1,1,1,Residential Apartment
730,650,525,45,10,6,Furnished,Kanchangoan,Vitrified,2,1,2,Residential Apartment
660,600,465,45,1,5,Unfurnished,Balaji Nagar,Vitrified,1,1,1,Residential Apartment
3200,,2000,320,5,2,Semifurnished,Sector 21 Kharghar,Vitrified,4,4,2,Residential Apartment
,1098,798,68,12,1,Unfurnished,Dombivli (East),Others,2,3,1,Residential Apartment
595,,,20,4,1,,Badlapur (West),,1,1,3,Residential Apartment
1750,1700,1177,240,12,2,,Lokhandwala township,Vitrified,3,3,3,Residential Apartment
591,,,35.8,3,,Unfurnished,Sector 23 Ulwe,Vitrified,1,1,2,Residential Apartment
1295,,,89,7,1,Unfurnished,Roadpali,Vitrified,2,2,3,Residential Apartment
,675,,68,4,,,Rabodi,Vitrified,1,1,1,Residential Apartment
,1650,,225,3,1,,Sector-1 Vashi,,2,4,1,Residential Apartment
1620,,,100,,1,,Vasai East,Granite,4,4,0,Residential Apartment
818,700,650,70,2,,Furnished,Koperkhairane,,2,2,0,Residential Apartment
665,,,47.88,5,2,Furnished,Mira Road East,Vitrified,2,1,2,Residential Apartment
700,650,460,75,9,,Unfurnished,Balkum,Vitrified,2,2,0,Residential Apartment
1100,,825,251,11,1,Furnished,Kandivali (East),Vitrified,2,2,0,Residential Apartment
1000,,725,201,5,1,Furnished,Kandivali (East),Vitrified,2,2,0,Residential Apartment
880,,,35,5,,,Shirgaon,Spartex,2,2,3,Residential Apartment
680,,,53,6,1,Unfurnished,Roadpali,Vitrified,1,1,3,Residential Apartment
1145,,,110,21,1,Unfurnished,Sector-35G Kharghar,Vitrified,2,2,3,Residential Apartment
,700,485,70,7,1,Unfurnished,Thane West,Vitrified,2,1,2,Residential Apartment
,600,,42,4,,Unfurnished,Dombivli (East),,1,1,1,Residential Apartment
,750,,55,4,1,Furnished,Dombivli (East),Vitrified,2,2,0,Residential Apartment
1244,,853,300,9,1,Furnished,Andheri (East),Vitrified,2,3,0,Residential Apartment
1950,,,200,10,1,Unfurnished,Sector-6 Kharghar,Marble,3,3,1,Residential Apartment
,625,420,83,10,1,Furnished,Hiranandani Estate,Vitrified,2,1,0,Residential Apartment
890,,530,70,9,1,Unfurnished,Mira Road,Vitrified,2,2,2,Residential Apartment
1060,,700,80.08,10,1,Unfurnished,Mira Road,Vitrified,3,3,3,Residential Apartment
,545,430,50,2,1,,Bhayander (East),Vitrified,2,2,0,Residential Apartment
,469,,24.9,2,1,,Gandhi Nagar,,1,1,0,Residential Apartment
,860,650,32.5,1,1,,Badlapur (West),,2,2,3,Residential Apartment
,595,,21,3,,,Khatiwali,Vitrified,1,1,0,Residential Apartment
,1285,,400,3,,Semifurnished,Mahalaxmi,,2,3,0,Residential Apartment
,650,,,1,,Furnished,Press Bazar,Marble,2,1,1,Residential Apartment
,805,,180,3,,Unfurnished,Andheri (West),,2,2,3,Residential Apartment
,390,,33,,,Unfurnished,Mira Road East,,1,1,0,Other
,630,,33,3,,,Dombivli (East),Ceramic,1,1,1,Residential Apartment
1190,,,80,7,1,Unfurnished,Sector 36 Kamothe,Vitrified,2,2,1,Residential Apartment
425,,350,16.99,3,,Furnished,Virar East,Marble,1,1,1,Residential Apartment
,1200,,,1,1,Furnished,Ambernath,Granite,2,2,3,Residential Apartment
1125,900,690,130,7,,Furnished,Dahanukar Wadi,Marble,2,2,0,Residential Apartment
275,270,250,125,4,1,,Bandra (West),Ceramic,1,1,0,Residential Apartment
600,540,360,180,6,,Semifurnished,Vile Parle (East),Marble,1,1,0,Residential Apartment
640,605,,34.5,2,1,,Karanjade,,1,1,3,Residential Apartment
1250,,,160,9,1,,Lokhandwala township,Vitrified,2,3,1,Residential Apartment
1350,1100,950,199,10,1,,Borivali (East),Vitrified,3,3,1,Residential Apartment
,,315,11.03,3,,,Dombivli (East),Ceramic,1,1,0,Residential Apartment
1990,1500,1265,265,18,2,Unfurnished,Devipada,Vitrified,3,3,3,Residential Apartment
1315,1150,897,170,15,1,Unfurnished,Borivali (East),Vitrified,2,2,2,Residential Apartment
650,,450,64,1,1,Unfurnished,Balkum,Vitrified,2,1,1,Residential Apartment
